,date,gme_open,gme_high,gme_low,gme_close,gme_volume
0,2004-01-02,1.3297677399447885,1.3297677399447885,1.2666458543170005,1.273378849029541,1301600
1,2004-01-05,1.282636760262777,1.3516499996185305,1.2759037652165393,1.3516499996185305,3140800
2,2004-01-06,1.428237232923733,1.5511145376378104,1.428237232923733,1.5149246454238892,10285600
3,2004-01-07,1.498092743686078,1.5174502446652416,1.4307627940589165,1.4349708557128906,3737600
4,2004-01-08,1.510717019318255,1.5906713022415775,1.482101754958722,1.5628976821899414,5824800
5,2004-01-09,1.5275494268157062,1.561214396559761,1.509875377897792,1.5124001502990725,3762400
6,2004-01-12,1.5132420600477023,1.5233416330061127,1.4922014302010085,1.5115587711334229,3532000
7,2004-01-13,1.5115587065872156,1.5115587065872156,1.46695267595443,1.499776005744934,1687200
8,2004-01-14,1.5031427485235351,1.5031427485235351,1.4736858326552476,1.4795771837234497,1610400
9,2004-01-15,1.4879932712584625,1.4879932712584625,1.443387081106983,1.4644277095794678,2018400
10,2004-01-16,1.4896768128953877,1.4896768128953877,1.461903185018972,1.4728442430496216,2268000
11,2004-01-20,1.466110998383808,1.5056673221222665,1.4576947148893629,1.4644277095794678,2199200
12,2004-01-21,1.4711608232345872,1.479577107409613,1.4459121312367798,1.4694775342941284,2417600
13,2004-01-22,1.4745274737598104,1.4812604693260858,1.4316045668270758,1.448436975479126,2157600
14,2004-01-23,1.4526451895174357,1.4526451895174357,1.4139303448429672,1.429921269416809,1616800
15,2004-01-26,1.43497065641471,1.4501199331086057,1.4004640419573875,1.4425452947616575,2102400
16,2004-01-27,1.451803423383312,1.4644277688724971,1.4282378607501744,1.4349708557128906,1401600
17,2004-01-28,1.4324463505496698,1.433287995143158,1.37269086863033,1.3928898572921753,1510400
18,2004-01-29,1.3886815309524536,1.4257130833921523,1.3407089219311854,1.3886815309524536,2201600
19,2004-01-30,1.3802649049330935,1.4122467433694748,1.3718486232115603,1.3970974683761597,1152000
20,2004-02-02,1.4316046429037343,1.4349710606021278,1.374374097285476,1.3760573863983154,2384000
21,2004-02-03,1.3802650899250477,1.4013057167852685,1.3676407459143636,1.3710073232650757,1553600
22,2004-02-04,1.367640944534955,1.381948579298873,1.3524916653111283,1.3735322952270508,2297600
23,2004-02-05,1.3760571855037929,1.4139302218497751,1.3760571855037929,1.3886815309524536,1414400
24,2004-02-06,1.4055137661895285,1.4661107063293457,1.4029888334859937,1.4661107063293457,2170400
25,2004-02-09,1.4602196569242816,1.4602196569242816,1.4097221161795623,1.4139301776885986,2311200
26,2004-02-10,1.422346389326095,1.450120011252485,1.4164550393003834,1.447595238685608,1301600
27,2004-02-11,1.4518036110060557,1.4913599414581378,1.4433873260831724,1.4728442430496216,1499200
28,2004-02-12,1.473685887594638,1.4812605279725046,1.467794536306805,1.4728442430496216,1062400
29,2004-02-13,1.481260509755283,1.481260509755283,1.4408625352550168,1.44591224193573,1412800
30,2004-02-17,1.4492785817122171,1.5410157442092896,1.4492785817122171,1.5410157442092896,2278400
31,2004-02-18,1.5494320077042436,1.5654229317341075,1.4854684721120586,1.519133448600769,2777600
32,2004-02-19,1.5527988017092549,1.5544819303724673,1.5157672421546065,1.5199753046035769,2091200
33,2004-02-20,1.5149246454238892,1.519974349294355,1.487992677411815,1.5149246454238892,1675200
34,2004-02-23,1.5149251909142518,1.5149251909142518,1.4896765019432476,1.498934268951416,2349600
35,2004-02-24,1.5317578785305583,1.5864634826508075,1.506509027033108,1.5679476261138916,5475200
36,2004-02-25,1.5679475724679917,1.596562840203033,1.5536399386004711,1.5696308612823486,1902400
37,2004-02-26,1.5149252743516717,1.561214593523736,1.5023009291708591,1.5553232431411743,2088000
38,2004-02-27,1.563739510959356,1.5763638560125195,1.5494318770918356,1.5696308612823486,1702400
39,2004-03-01,1.569630822766484,1.57636381733144,1.548590194685091,1.5620561838150024,974400
40,2004-03-02,1.5637395317977107,1.5772055214375005,1.5166085680584471,1.5275496244430542,2381600
41,2004-03-03,1.5359658123677944,1.559531373032288,1.503984129098427,1.539332389831543,1089600
42,2004-03-04,1.5401739040389992,1.5401739040389992,1.507350575756493,1.5157668590545654,1819200
43,2004-03-05,1.5023011431333768,1.5325995437770694,1.4879935070834482,1.5233417749404907,823200
44,2004-03-08,1.519133400278547,1.5267080398134734,1.49220141994426,1.498092770576477,893600
45,2004-03-09,1.514925366511088,1.514925366511088,1.4829436794056297,1.4922014474868774,1060800
46,2004-03-10,1.493043229560472,1.5233417910518938,1.4307629780159907,1.4366543292999268,2227200
47,2004-03-11,1.4433871686467163,1.4568531588436224,1.4189801216125488,1.4189801216125488,1601600
48,2004-03-12,1.4307626038186398,1.5065088272094729,1.4299209594943012,1.5065088272094729,1474400
49,2004-03-15,1.4980928814416958,1.4980928814416958,1.4543284904233615,1.4795771837234497,1458400
50,2004-03-16,1.4795772482799343,1.4871518887059108,1.4122472895237932,1.4450706243515017,1356800
51,2004-03-17,1.4450700662187834,1.4652690460441276,1.3895228315672816,1.4198213815689087,3562400
52,2004-03-18,1.4223467295858605,1.4223467295858605,1.3970980347134974,1.408039093017578,1796800
53,2004-03-19,1.4164553418147396,1.4433873251283225,1.409722345986344,1.4366543292999268,2048800
54,2004-03-22,1.440020936965939,1.440020936965939,1.3878400978318717,1.3895233869552612,1509600
55,2004-03-23,1.4139300826235313,1.4307626485824585,1.39709767719185,1.4307626485824585,1937600
56,2004-03-24,1.4349709759300786,1.451803545010678,1.418138567376755,1.429921269416809,2676000
57,2004-03-25,1.447595502960805,1.4686361343379837,1.4391792183044778,1.4518035650253296,1376000
58,2004-03-26,1.45180342893664,1.4762106360993856,1.4509617844971734,1.4711607694625854,2542400
59,2004-03-29,1.5149250957961422,1.5477484215030088,1.5065088131584936,1.525866150856018,2706400
60,2004-03-30,1.5233416330061127,1.5250249219203922,1.4922014302010085,1.5115587711334229,1578400
61,2004-03-31,1.5225000660298993,1.5309163505023398,1.5048258525850464,1.516608715057373,1370400
62,2004-04-01,1.5149252687414818,1.5359658974740025,1.499775990369706,1.5090339183807373,1200000
63,2004-04-02,1.528391146950414,1.5561647684330442,1.5233414413700936,1.5452237129211426,1431200
64,2004-04-05,1.5452237660161254,1.558689755044511,1.537649127121752,1.5536398887634275,1612800
65,2004-04-06,1.5401736628593314,1.552798166093164,1.5351239578821347,1.5485899448394775,1045600
66,2004-04-07,1.540173834685672,1.5485901176047632,1.5267078462260235,1.541857123374939,870400
67,2004-04-08,1.5696308776206285,1.576363872420883,1.5477486043879856,1.5502735376358032,1216000
68,2004-04-12,1.54859004964072,1.56794738713601,1.5426987000140873,1.5527982711791992,578400
69,2004-04-13,1.5527987771092675,1.5654231247834711,1.5014595813032452,1.510717511177063,1197600
70,2004-04-14,1.4938845750419756,1.5393324081808402,1.4694773697206038,1.5073505640029907,1248000
71,2004-04-15,1.519133246103549,1.544382095499917,1.5166084735329866,1.539332389831543,863200
72,2004-04-16,1.5275497159873808,1.5519569240017326,1.5157670144782556,1.5334410667419434,993600
73,2004-04-19,1.5334409326868084,1.541857216112109,1.512400304387184,1.537649154663086,567200
74,2004-04-20,1.5485901202290493,1.5485901202290493,1.5140835046768188,1.5140835046768188,713600
75,2004-04-21,1.5191334260824003,1.5671061974608835,1.5140837198157642,1.5561649799346924,1426400
76,2004-04-22,1.5561646081144884,1.573838816615653,1.5452235537297518,1.560372829437256,1044000
77,2004-04-23,1.561214598542528,1.564581176216105,1.5199749852047653,1.5275496244430542,1183200
78,2004-04-26,1.5401738224951134,1.5401738224951134,1.5199748399655169,1.5283911228179932,544800
79,2004-04-27,1.5342826692275902,1.5570065876824724,1.531757896417446,1.538490891456604,961600
80,2004-04-28,1.5300744261974668,1.5325991987084011,1.5124002159846992,1.5140835046768188,1119200
81,2004-04-29,1.5233415958272305,1.524183240263829,1.4821019815974812,1.4938846826553345,880000
82,2004-04-30,1.502300659618792,1.502300659618792,1.4627441818151874,1.4821016788482666,2173600
83,2004-05-03,1.4787351150156067,1.5309159362015996,1.4770518264711998,1.4955676794052124,1444000
